timestamp,open,high,low,close,volume,RSI_14,EMA_20,ATRr_14,OBV,Log_Returns,Range_Vol,Log_Returns_Scaled,Range_Vol_Scaled,RSI_14_Scaled,OBV_Scaled
2021-10-19 06:00:00,62509.69,62547.21,62018.13,62238.71,8664.7,45.13460532692395,62050.4866228534,638.332977317301,-61741.83600000001,-0.004353869782738297,0.008500818863373,-0.7182362252041457,-0.36314542879671513,1.2462575221811647,-0.7657028322024918
2021-10-19 07:00:00,62238.7,62368.97,62050.0,62320.32,6652.482,46.4581327284798,62076.18503972451,615.521336080351,-55089.35400000001,0.0013103829032343661,0.005118234309451575,0.21106538296807395,-0.8283606862817904,1.2412340299650784,-0.4774822695035911
2021-10-19 08:00:00,62320.32,62620.61,61800.0,62583.46,13941.95,50.59642343845454,62124.496940703124,630.170526360326,-41147.40400000001,0.004213489604628932,0.013112250425272119,0.6852893421230495,0.3000224372586847,1.3901888011709354,0.08875837300451576
2021-10-19 09:00:00,62583.47,62589.84,61935.58,62185.87,13645.525,44.94402564349482,62130.341993969494,631.8912030488738,-54792.92900000001,-0.006373222422109347,0.010521039586645563,-1.074710096894293,-0.09585469006189323,0.9978537535303247,-0.38522730188980125
2021-10-19 10:00:00,62188.65,62455.21,62065.33,62289.99,7373.16,46.62564962488636,62145.5465659724,614.6046885453827,-47419.769000000015,0.001672935206609309,0.006259111616489221,0.2937399309268932,-0.7193044216858929,1.0320075157415656,-0.014670088314287422
2021-10-19 11:00:00,62290.0,62378.39,62109.0,62176.5,5374.625,45.011814801649315,62148.49451207027,589.9464965064267,-52794.394000000015,-0.0018236238758222874,0.00433266587858756,-0.2873918329050188,-0.9966783512162142,0.8757482423104197,-0.17842342745977602
2021-10-19 12:00:00,62176.5,62613.42,62030.18,62264.92,12980.686,46.56366032032595,62159.58265377786,589.4674610416818,-39813.70800000001,0.001421070490515436,0.009367072181253874,0.24389430993603495,-0.28233178339668596,0.9160079691969076,0.6702285318085167
2021-10-19 13:00:00,62264.92,63349.67,62100.0,62637.36,55763.902,52.62809645557362,62205.08525817997,636.6247852529901,15950.193999999989,0.0059637198592055836,0.01995087276986128,0.9471015507695982,1.2408833382555786,1.241650151395654,3.4141289499587
2021-10-19 14:00:00,62637.37,62721.98,61300.0,62557.49,42085.561,51.283948034444265,62238.64761454378,692.7215863063482,-26135.367000000013,-0.0012759312517360204,0.022730771327302345,-0.2794396301862621,1.5560793409460332,1.1015019075013945,1.2004007261898508
2021-10-19 15:00:00,62557.48,62839.0,62356.0,62427.11,17696.009,49.080268347322246,62256.59641315865,677.7414729987519,-43831.37600000001,-0.0020863377935077363,0.0077370232259670515,-0.4783268741031398,-0.49332762714932504,0.9110599248948636,0.273079727174776
2021-10-19 16:00:00,62427.1,63224.64,62350.0,63207.77,14934.585,60.12795129433157,62347.1843738102,691.805653498841,-28896.791000000012,0.012427600478626793,0.013837539277212272,1.8945688300891548,0.42246379334289497,1.6957510123953803,1.0106231792108096
2021-10-19 17:00:00,63207.77,63528.83,63055.32,63435.17,21413.327,62.668753203889516,62450.802052494946,676.2131068203526,-7483.464000000011,0.0035912028636279555,0.007464471207376004,0.3858358859039756,-0.5023315504501471,1.885126699517622,1.8846114396305889
2021-10-19 18:00:00,63435.16,63700.0,63105.04,63456.63,15346.153,62.90896544968732,62546.59519035257,670.4093134760416,7862.688999999989,0.00033824092974645757,0.009375852452296933,-0.20262915609209725,-0.1812336787410109,1.979580821711687,2.297523533148911
2021-10-19 19:00:00,63456.62,64377.45,63424.03,64219.99,29537.861,70.24372088267083,62705.96612460471,690.6243625134671,37400.54999999999,0.011957852519340284,0.014846156157919026,2.1147780013182045,0.9824582784210995,2.371757018555802,2.9207830802752652
2021-10-19 20:00:00,64219.99,64390.0,63902.2,64143.35,16055.145,68.77328119500876,62842.85982702331,676.1369080482197,21345.404999999988,-0.0011941105475558288,0.007604841343646737,-0.44855555410708187,-0.4483343891276729,2.0104614871007755,2.137257811956727
2021-10-19 21:00:00,64143.35,64227.13,63712.0,64090.71,13180.452,67.7246291433699,62961.70270064014,664.6364146162039,8164.952999999989,-0.0008209987729747476,0.008037514329299791,-0.38002761050494627,-0.3627909009341275,1.758159143368506,1.5831384985522063
